Product Name,Category,Unit Price,Cost Price,Competitor Price,Quantity Sold,Revenue,Inventory,Season,Date
Ceramic Essential Oil Diffuser,Home Goods,1806.16,800,2009.68,1,1806.16,180.0,Summer,2025-08-16
UltraHD 4K Smart TV,Electronics,44199.43,32000,46199.78,2,88398.86,80.0,Summer,2025-08-17
Wireless Noise-Canceling Headphones,Electronics,8136.31,4500,8496.22,3,24408.93,161.0,Summer,2025-08-17
Classic Denim Jacket,Apparel,2609.05,1200,2313.98,7,18263.35,212.0,Summer,2025-08-17
Ceramic Essential Oil Diffuser,Home Goods,1851.02,800,1967.51,8,14808.16,182.0,Summer,2025-08-17
Wireless Noise-Canceling Headphones,Electronics,8253.84,4500,8168.72,3,24761.52,166.0,Summer,2025-08-18
Classic Denim Jacket,Apparel,2484.65,1200,2443.17,7,17392.55,216.0,Summer,2025-08-18
Waterproof Hiking Boots,Apparel,4667.3,2200,4594.42,7,32671.1,68.0,Summer,2025-08-18
UltraHD 4K Smart TV,Electronics,42946.48,32000,43295.55,6,257678.88,75.0,Summer,2025-08-19
Wireless Noise-Canceling Headphones,Electronics,7865.85,4500,8227.87,3,23597.55,174.0,Summer,2025-08-19
Classic Denim Jacket,Apparel,2545.06,1200,2317.86,1,2545.06,221.0,Summer,2025-08-19
Waterproof Hiking Boots,Apparel,4665.72,2200,4785.42,8,37325.76,63.0,Summer,2025-08-19
Ergonomic Office Chair,Home Goods,11258.89,6000,10724.89,7,78812.23,98.0,Summer,2025-08-19
UltraHD 4K Smart TV,Electronics,44723.77,32000,45301.92,4,178895.08,72.0,Summer,2025-08-20
Wireless Noise-Canceling Headphones,Electronics,8234.36,4500,8301.69,3,24703.08,173.0,Summer,2025-08-20
Classic Denim Jacket,Apparel,2464.79,1200,2377.7,2,4929.58,226.0,Summer,2025-08-20
Ergonomic Office Chair,Home Goods,11303.6,6000,10420.46,6,67821.6,101.0,Summer,2025-08-20
Ceramic Essential Oil Diffuser,Home Goods,1884.85,800,1900.23,5,9424.25,182.0,Summer,2025-08-20
UltraHD 4K Smart TV,Electronics,43862.54,32000,45819.87,9,394762.86,69.0,Summer,2025-08-21
Wireless Noise-Canceling Headphones,Electronics,8074.36,4500,7979.27,9,72669.24,172.0,Summer,2025-08-21
Classic Denim Jacket,Apparel,2589.5,1200,2305.73,1,2589.5,232.0,Summer,2025-08-21
Waterproof Hiking Boots,Apparel,4453.5,2200,4601.12,3,13360.5,65.0,Summer,2025-08-21
Ergonomic Office Chair,Home Goods,11021.75,6000,10363.08,8,88174.0,93.0,Summer,2025-08-21
Ceramic Essential Oil Diffuser,Home Goods,1815.82,800,2019.98,10,18158.2,177.0,Summer,2025-08-21
UltraHD 4K Smart TV,Electronics,42915.02,32000,45341.59,5,214575.1,75.0,Summer,2025-08-22
Wireless Noise-Canceling Headphones,Electronics,8275.34,4500,8400.52,6,49652.04,,Summer,2025-08-22
Classic Denim Jacket,Apparel,2383.55,1200,2493.45,10,23835.5,226.0,Summer,2025-08-22
Ergonomic Office Chair,Home Goods,10584.32,6000,10459.85,5,52921.6,98.0,Summer,2025-08-22
Ceramic Essential Oil Diffuser,Home Goods,1801.3,800,1878.49,4,7205.2,177.0,Summer,2025-08-22
UltraHD 4K Smart TV,Electronics,45836.85,32000,42781.87,8,366694.8,68.0,Summer,2025-08-23
Classic Denim Jacket,Apparel,2438.56,1200,2404.17,7,17069.92,230.0,Summer,2025-08-23
Waterproof Hiking Boots,Apparel,4331.58,2200,4561.9,4,17326.32,62.0,Summer,2025-08-23
Ergonomic Office Chair,Home Goods,11190.78,6000,10894.73,1,11190.78,103.0,Summer,2025-08-23
Ceramic Essential Oil Diffuser,Home Goods,1789.88,800,2007.43,7,12529.16,171.0,Summer,2025-08-23
UltraHD 4K Smart TV,Electronics,47153.84,32000,44052.5,2,94307.68,67.0,Summer,2025-08-24
Wireless Noise-Canceling Headphones,Electronics,8295.12,4500,8246.32,8,66360.96,177.0,Summer,2025-08-24
Classic Denim Jacket,Apparel,2544.13,1200,2345.41,4,10176.52,230.0,Summer,2025-08-24
Waterproof Hiking Boots,Apparel,4431.86,2200,4571.89,6,26591.16,64.0,Summer,2025-08-24
Wireless Noise-Canceling Headphones,Electronics,7830.95,4500,7943.58,2,15661.9,180.0,Summer,2025-08-25
Classic Denim Jacket,Apparel,2541.9,1200,2459.11,2,5083.8,236.0,Summer,2025-08-25
Waterproof Hiking Boots,Apparel,4666.01,2200,4653.25,6,27996.06,64.0,Summer,2025-08-25
Ergonomic Office Chair,Home Goods,10807.04,6000,,7,75649.28,100.0,Summer,2025-08-25
Ceramic Essential Oil Diffuser,Home Goods,1808.73,800,1965.05,1,1808.73,172.0,Summer,2025-08-25
UltraHD 4K Smart TV,Electronics,43079.38,32000,44868.28,2,86158.76,73.0,Summer,2025-08-26
Wireless Noise-Canceling Headphones,Electronics,8290.67,4500,8212.52,6,49744.02,185.0,Summer,2025-08-26
Classic Denim Jacket,Apparel,2460.31,1200,2377.0,2,4920.62,238.0,Summer,2025-08-26
Waterproof Hiking Boots,Apparel,4489.51,2200,4660.28,7,31426.57,62.0,Summer,2025-08-26
UltraHD 4K Smart TV,Electronics,46450.77,32000,44253.87,5,232253.85,79.0,Summer,2025-08-27
Classic Denim Jacket,Apparel,2470.02,1200,2341.85,6,14820.12,234.0,Summer,2025-08-27
Waterproof Hiking Boots,Apparel,4493.64,2200,4608.55,4,17974.56,68.0,Summer,2025-08-27
Ceramic Essential Oil Diffuser,Home Goods,1814.57,800,1885.98,2,3629.14,171.0,Summer,2025-08-27
UltraHD 4K Smart TV,Electronics,44610.97,32000,43153.91,7,312276.79,83.0,Summer,2025-08-28
Wireless Noise-Canceling Headphones,Electronics,8020.13,4500,8337.13,8,64161.04,177.0,Summer,2025-08-28
Classic Denim Jacket,Apparel,2439.14,1200,2488.88,4,9756.56,235.0,Summer,2025-08-28
Ergonomic Office Chair,Home Goods,10497.75,6000,10611.85,7,73484.25,98.0,Summer,2025-08-28
Wireless Noise-Canceling Headphones,Electronics,7769.64,4500,8272.8,10,77696.4,176.0,Summer,2025-08-29
Waterproof Hiking Boots,Apparel,4381.59,2200,4805.48,2,8763.18,73.0,Summer,2025-08-29
Ceramic Essential Oil Diffuser,Home Goods,1830.16,800,1886.9,4,7320.64,176.0,Summer,2025-08-29
UltraHD 4K Smart TV,Electronics,45389.74,32000,43318.13,3,136169.22,91.0,Summer,2025-08-30
Classic Denim Jacket,Apparel,2398.93,1200,2308.54,3,7196.79,243.0,Summer,2025-08-30
Waterproof Hiking Boots,Apparel,4562.08,2200,4608.59,9,41058.72,72.0,Summer,2025-08-30
Ceramic Essential Oil Diffuser,Home Goods,1835.13,800,1935.07,6,11010.78,176.0,Summer,2025-08-30
Wireless Noise-Canceling Headphones,Electronics,7872.87,4500,8409.07,4,31491.48,181.0,Summer,2025-08-31
Classic Denim Jacket,Apparel,2601.38,1200,2452.34,4,10405.52,246.0,Summer,2025-08-31
Waterproof Hiking Boots,Apparel,4543.09,2200,4662.85,1,4543.09,81.0,Summer,2025-08-31
Ergonomic Office Chair,Home Goods,11128.87,6000,,2,22257.74,107.0,Summer,2025-08-31
UltraHD 4K Smart TV,Electronics,45180.05,32000,45853.08,2,90360.1,91.0,Fall,2025-09-01
Wireless Noise-Canceling Headphones,Electronics,7859.47,4500,8090.45,6,47156.82,176.0,Fall,2025-09-01
Waterproof Hiking Boots,Apparel,4526.0,2200,4786.72,4,18104.0,84.0,Fall,2025-09-01
Ergonomic Office Chair,Home Goods,10547.64,6000,10887.8,9,94928.76,104.0,Fall,2025-09-01
Ceramic Essential Oil Diffuser,Home Goods,1727.4,800,1942.26,1,1727.4,186.0,Fall,2025-09-01
Wireless Noise-Canceling Headphones,Electronics,7906.02,4500,7950.61,3,23718.06,180.0,Fall,2025-09-02
Classic Denim Jacket,Apparel,2559.3,1200,2451.57,1,2559.3,253.0,Fall,2025-09-02
Waterproof Hiking Boots,Apparel,4316.82,2200,4608.65,9,38851.38,81.0,Fall,2025-09-02
Ceramic Essential Oil Diffuser,Home Goods,1801.23,800,1896.85,4,7204.92,182.0,Fall,2025-09-02
UltraHD 4K Smart TV,Electronics,44287.54,32000,44076.04,2,88575.08,99.0,Fall,2025-09-03
Wireless Noise-Canceling Headphones,Electronics,8007.78,4500,8413.39,8,64062.24,181.0,Fall,2025-09-03
Classic Denim Jacket,Apparel,2503.92,1200,2480.52,6,15023.52,258.0,Fall,2025-09-03
Ergonomic Office Chair,Home Goods,11473.65,6000,10177.75,2,22947.3,104.0,Fall,2025-09-03
Ceramic Essential Oil Diffuser,Home Goods,1805.85,800,1984.54,3,5417.55,185.0,Fall,2025-09-03
UltraHD 4K Smart TV,Electronics,43114.14,32000,44154.61,2,86228.28,107.0,Fall,2025-09-04
Wireless Noise-Canceling Headphones,Electronics,7876.88,4500,8512.0,10,78768.8,172.0,Fall,2025-09-04
Classic Denim Jacket,Apparel,2590.5,1200,2481.17,1,2590.5,262.0,Fall,2025-09-04
Ergonomic Office Chair,Home Goods,11498.08,6000,10773.17,5,57490.4,100.0,Fall,2025-09-04
Ceramic Essential Oil Diffuser,Home Goods,1714.65,800,1893.09,5,8573.25,191.0,Fall,2025-09-04
Wireless Noise-Canceling Headphones,Electronics,8075.43,4500,8486.31,4,32301.72,169.0,Fall,2025-09-05
Classic Denim Jacket,Apparel,2587.86,1200,2304.06,2,5175.72,271.0,Fall,2025-09-05
Waterproof Hiking Boots,Apparel,4448.91,2200,4724.23,2,8897.82,88.0,Fall,2025-09-05
Ergonomic Office Chair,Home Goods,10983.06,6000,10713.57,8,87864.48,100.0,Fall,2025-09-05
Ceramic Essential Oil Diffuser,Home Goods,1740.72,800,1883.64,3,5222.16,194.0,Fall,2025-09-05
UltraHD 4K Smart TV,Electronics,43030.31,32000,44533.54,7,301212.17,107.0,Fall,2025-09-06
Classic Denim Jacket,Apparel,2451.56,1200,2423.79,6,14709.36,271.0,Fall,2025-09-06
Ceramic Essential Oil Diffuser,Home Goods,1827.73,800,1927.26,6,10966.38,194.0,Fall,2025-09-06
Classic Denim Jacket,Apparel,2479.04,1200,2396.42,6,14874.24,270.0,Fall,2025-09-07
Waterproof Hiking Boots,Apparel,4617.13,2200,4563.55,7,32319.91,85.0,Fall,2025-09-07
Ergonomic Office Chair,Home Goods,10463.33,6000,10282.61,5,52316.65,99.0,Fall,2025-09-07
Wireless Noise-Canceling Headphones,Electronics,7687.79,4500,8231.46,6,46126.74,166.0,Fall,2025-09-08
Classic Denim Jacket,Apparel,2412.31,1200,2328.42,2,4824.62,271.0,Fall,2025-09-08
Waterproof Hiking Boots,Apparel,4568.27,2200,4816.82,4,18273.08,86.0,Fall,2025-09-08
Ergonomic Office Chair,Home Goods,11501.84,6000,10191.84,1,11501.84,105.0,Fall,2025-09-08
Ceramic Essential Oil Diffuser,Home Goods,1833.86,800,1940.27,1,1833.86,202.0,Fall,2025-09-08
Wireless Noise-Canceling Headphones,Electronics,8224.94,4500,8413.29,7,57574.58,160.0,Fall,2025-09-09
Classic Denim Jacket,Apparel,2487.53,1200,2347.58,1,2487.53,281.0,Fall,2025-09-09
Waterproof Hiking Boots,Apparel,4672.11,2200,4551.74,1,4672.11,91.0,Fall,2025-09-09
Ergonomic Office Chair,Home Goods,10495.84,6000,10151.23,1,10495.84,106.0,Fall,2025-09-09
Ceramic Essential Oil Diffuser,Home Goods,1712.18,800,2021.21,6,10273.08,203.0,Fall,2025-09-09
UltraHD 4K Smart TV,Electronics,44084.41,32000,43964.94,3,132253.23,110.0,Fall,2025-09-10
Classic Denim Jacket,Apparel,2478.03,1200,2409.53,6,14868.18,282.0,Fall,2025-09-10
Waterproof Hiking Boots,Apparel,4284.43,2200,4542.9,1,4284.43,97.0,Fall,2025-09-10
Ceramic Essential Oil Diffuser,Home Goods,1778.75,800,1904.09,1,1778.75,205.0,Fall,2025-09-10
UltraHD 4K Smart TV,Electronics,46235.85,32000,45012.3,7,323650.95,104.0,Fall,2025-09-11
Wireless Noise-Canceling Headphones,Electronics,7700.19,4500,8183.16,2,15400.38,163.0,Fall,2025-09-11
Classic Denim Jacket,Apparel,2605.07,1200,2403.99,2,5210.14,290.0,Fall,2025-09-11
Waterproof Hiking Boots,Apparel,4324.86,2200,4737.05,10,43248.6,95.0,Fall,2025-09-11
Ergonomic Office Chair,Home Goods,11055.1,6000,10406.47,2,22110.2,109.0,Fall,2025-09-11
Ceramic Essential Oil Diffuser,Home Goods,1877.1,800,1977.45,3,5631.3,202.0,Fall,2025-09-11
UltraHD 4K Smart TV,Electronics,44036.58,32000,45624.77,7,308256.06,103.0,Fall,2025-09-12
Waterproof Hiking Boots,Apparel,4614.77,2200,4685.16,8,36918.16,94.0,Fall,2025-09-12
Ergonomic Office Chair,Home Goods,10648.65,6000,10125.24,6,63891.9,108.0,Fall,2025-09-12
Wireless Noise-Canceling Headphones,Electronics,7731.85,4500,7958.41,4,30927.4,169.0,Fall,2025-09-13
Waterproof Hiking Boots,Apparel,4342.8,2200,4640.74,7,30399.6,97.0,Fall,2025-09-13
UltraHD 4K Smart TV,Electronics,43226.69,32000,43259.59,7,302586.83,107.0,Fall,2025-09-14
Wireless Noise-Canceling Headphones,Electronics,8208.9,4500,7977.01,8,65671.2,161.0,Fall,2025-09-14
Ergonomic Office Chair,Home Goods,10663.35,6000,10819.05,2,21326.7,116.0,Fall,2025-09-14
Ceramic Essential Oil Diffuser,Home Goods,1843.62,800,1999.16,2,3687.24,208.0,Fall,2025-09-14
UltraHD 4K Smart TV,Electronics,45174.13,32000,44586.01,6,271044.78,112.0,Fall,2025-09-15
Classic Denim Jacket,Apparel,2614.52,1200,2374.64,3,7843.56,293.0,Fall,2025-09-15
Waterproof Hiking Boots,Apparel,4500.92,2200,4558.89,4,18003.68,96.0,Fall,2025-09-15
Ceramic Essential Oil Diffuser,Home Goods,1734.81,800,1975.43,7,12143.67,208.0,Fall,2025-09-15
UltraHD 4K Smart TV,Electronics,42880.82,32000,43314.11,9,385927.38,106.0,Fall,2025-09-16
Wireless Noise-Canceling Headphones,Electronics,8299.41,4500,8206.63,3,24898.23,165.0,Fall,2025-09-16
Classic Denim Jacket,Apparel,2431.36,1200,2438.97,8,19450.88,292.0,Fall,2025-09-16
Waterproof Hiking Boots,Apparel,4637.25,2200,4613.45,3,13911.75,93.0,Fall,2025-09-16
Ergonomic Office Chair,Home Goods,10613.9,6000,10664.15,6,63683.4,114.0,Fall,2025-09-16
UltraHD 4K Smart TV,Electronics,44730.9,32000,43244.93,7,313116.3,99.0,Fall,2025-09-17
Wireless Noise-Canceling Headphones,Electronics,7670.88,4500,8016.72,10,76708.8,,Fall,2025-09-17
Classic Denim Jacket,Apparel,2418.37,1200,2426.41,4,9673.48,298.0,Fall,2025-09-17
Waterproof Hiking Boots,Apparel,4721.01,2200,4792.95,7,33047.07,,Fall,2025-09-17
Ceramic Essential Oil Diffuser,Home Goods,1811.8,800,2024.82,4,7247.2,214.0,Fall,2025-09-17
UltraHD 4K Smart TV,Electronics,46492.64,32000,43692.13,1,46492.64,108.0,Fall,2025-09-18
Wireless Noise-Canceling Headphones,Electronics,8352.54,4500,8042.1,3,25057.62,167.0,Fall,2025-09-18
Waterproof Hiking Boots,Apparel,4636.19,2200,4684.28,5,23180.95,92.0,Fall,2025-09-18
Ergonomic Office Chair,Home Goods,10538.66,6000,10691.47,2,21077.32,114.0,Fall,2025-09-18
Ceramic Essential Oil Diffuser,Home Goods,1841.31,800,1991.42,7,12889.17,218.0,Fall,2025-09-18
UltraHD 4K Smart TV,Electronics,44544.76,32000,46004.54,9,400902.84,102.0,Fall,2025-09-19
Wireless Noise-Canceling Headphones,Electronics,7826.2,4500,7901.25,6,46957.2,172.0,Fall,2025-09-19
Classic Denim Jacket,Apparel,2443.9,1200,2455.13,6,14663.4,301.0,Fall,2025-09-19
Ergonomic Office Chair,Home Goods,10622.02,6000,10796.6,4,42488.08,111.0,Fall,2025-09-19
UltraHD 4K Smart TV,Electronics,45145.89,32000,44183.5,7,316021.23,100.0,Fall,2025-09-20
Classic Denim Jacket,Apparel,2540.95,1200,2488.97,7,17786.65,298.0,Fall,2025-09-20
Waterproof Hiking Boots,Apparel,4463.46,2200,4609.82,9,40171.14,87.0,Fall,2025-09-20
Ceramic Essential Oil Diffuser,Home Goods,1827.75,800,1902.9,8,14622.0,210.0,Fall,2025-09-20
UltraHD 4K Smart TV,Electronics,47124.02,32000,44886.36,8,376992.16,100.0,Fall,2025-09-21
Wireless Noise-Canceling Headphones,Electronics,8176.01,4500,8146.2,9,73584.09,169.0,Fall,2025-09-21
Classic Denim Jacket,Apparel,2511.28,1200,2492.26,2,5022.56,307.0,Fall,2025-09-21
Ergonomic Office Chair,Home Goods,11228.62,6000,10536.57,5,56143.1,111.0,Fall,2025-09-21
UltraHD 4K Smart TV,Electronics,43384.32,32000,45084.51,10,433843.2,91.0,Fall,2025-09-22
Wireless Noise-Canceling Headphones,Electronics,8289.59,4500,8173.87,7,58027.13,167.0,Fall,2025-09-22
Classic Denim Jacket,Apparel,2571.74,1200,2325.49,3,7715.22,306.0,Fall,2025-09-22
Ergonomic Office Chair,Home Goods,10734.48,6000,10218.35,4,42937.92,110.0,Fall,2025-09-22
Ceramic Essential Oil Diffuser,Home Goods,1746.88,800,2008.94,7,12228.16,206.0,Fall,2025-09-22
Wireless Noise-Canceling Headphones,Electronics,7960.99,4500,8518.15,1,7960.99,167.0,Fall,2025-09-23
Classic Denim Jacket,Apparel,2490.98,1200,2478.57,1,2490.98,314.0,Fall,2025-09-23
Waterproof Hiking Boots,Apparel,4322.46,2200,4758.95,10,43224.6,87.0,Fall,2025-09-23
Ergonomic Office Chair,Home Goods,11303.17,6000,10890.16,8,90425.36,113.0,Fall,2025-09-23
Ceramic Essential Oil Diffuser,Home Goods,1761.68,800,,5,8808.4,205.0,Fall,2025-09-23
UltraHD 4K Smart TV,Electronics,46340.61,32000,44129.65,7,324384.27,85.0,Fall,2025-09-24
Wireless Noise-Canceling Headphones,Electronics,8156.72,4500,8392.38,7,57097.04,162.0,Fall,2025-09-24
Classic Denim Jacket,Apparel,2599.3,1200,2336.42,5,12996.5,309.0,Fall,2025-09-24
Waterproof Hiking Boots,Apparel,4290.02,2200,4648.75,6,25740.12,84.0,Fall,2025-09-24
Wireless Noise-Canceling Headphones,Electronics,8191.78,4500,8081.7,1,8191.78,167.0,Fall,2025-09-25
Classic Denim Jacket,Apparel,2556.3,1200,,5,12781.5,313.0,Fall,2025-09-25
Waterproof Hiking Boots,Apparel,4348.01,2200,4516.74,10,43480.1,76.0,Fall,2025-09-25
Ergonomic Office Chair,Home Goods,11241.29,6000,10827.82,5,56206.45,110.0,Fall,2025-09-25
Ceramic Essential Oil Diffuser,Home Goods,1864.47,800,1999.77,2,3728.94,208.0,Fall,2025-09-25
Wireless Noise-Canceling Headphones,Electronics,7976.93,4500,8410.99,10,79769.3,161.0,Fall,2025-09-26
Classic Denim Jacket,Apparel,2579.81,1200,2472.93,5,12899.05,319.0,Fall,2025-09-26
Ergonomic Office Chair,Home Goods,10713.86,6000,10199.26,8,85710.88,104.0,Fall,2025-09-26
Ceramic Essential Oil Diffuser,Home Goods,1844.79,800,1973.58,7,12913.53,201.0,Fall,2025-09-26
Wireless Noise-Canceling Headphones,Electronics,8383.28,4500,8288.0,4,33533.12,158.0,Fall,2025-09-27
Classic Denim Jacket,Apparel,2546.58,1200,2317.37,6,15279.48,318.0,Fall,2025-09-27
Ergonomic Office Chair,Home Goods,11370.75,6000,10314.59,3,34112.25,104.0,Fall,2025-09-27
UltraHD 4K Smart TV,Electronics,44371.7,32000,42963.88,9,399345.3,80.0,Fall,2025-09-28
Wireless Noise-Canceling Headphones,Electronics,8207.4,4500,8464.77,1,8207.4,163.0,Fall,2025-09-28
Waterproof Hiking Boots,Apparel,4679.48,2200,4756.69,6,28076.88,80.0,Fall,2025-09-28
Ergonomic Office Chair,Home Goods,10635.99,6000,10407.4,6,63815.94,101.0,Fall,2025-09-28
Ceramic Essential Oil Diffuser,Home Goods,1733.19,800,1936.39,5,8665.95,196.0,Fall,2025-09-28
UltraHD 4K Smart TV,Electronics,46079.57,32000,45988.35,7,322556.99,78.0,Fall,2025-09-29
Classic Denim Jacket,Apparel,2602.69,1200,2448.76,8,20821.52,321.0,Fall,2025-09-29
Waterproof Hiking Boots,Apparel,4708.26,2200,4785.23,7,32957.82,81.0,Fall,2025-09-29
Ergonomic Office Chair,Home Goods,11410.03,6000,10174.57,5,57050.15,100.0,Fall,2025-09-29
Ceramic Essential Oil Diffuser,Home Goods,1727.38,800,1909.74,1,1727.38,202.0,Fall,2025-09-29
UltraHD 4K Smart TV,Electronics,46460.41,32000,42984.3,8,371683.28,80.0,Fall,2025-09-30
Classic Denim Jacket,Apparel,2391.12,1200,2472.43,2,4782.24,327.0,Fall,2025-09-30
Waterproof Hiking Boots,Apparel,4428.18,2200,4883.87,8,35425.44,73.0,Fall,2025-09-30
Ergonomic Office Chair,Home Goods,10922.1,6000,10304.93,2,21844.2,102.0,Fall,2025-09-30
Ceramic Essential Oil Diffuser,Home Goods,1721.46,800,2001.69,4,6885.84,209.0,Fall,2025-09-30
UltraHD 4K Smart TV,Electronics,43172.36,32000,45958.27,4,172689.44,78.0,Fall,2025-10-01
Waterproof Hiking Boots,Apparel,4507.85,2200,4673.84,6,27047.1,78.0,Fall,2025-10-01
Ergonomic Office Chair,Home Goods,10601.28,6000,10366.29,4,42405.12,103.0,Fall,2025-10-01
Ceramic Essential Oil Diffuser,Home Goods,1823.64,800,1964.3,3,5470.92,209.0,Fall,2025-10-01
UltraHD 4K Smart TV,Electronics,43342.62,32000,43553.7,3,130027.86,80.0,Fall,2025-10-02
Wireless Noise-Canceling Headphones,Electronics,7817.26,4500,8182.22,10,78172.6,153.0,Fall,2025-10-02
Classic Denim Jacket,Apparel,2476.74,1200,2475.16,2,4953.48,325.0,Fall,2025-10-02
Waterproof Hiking Boots,Apparel,4546.83,2200,4853.17,3,13640.49,86.0,Fall,2025-10-02
Ergonomic Office Chair,Home Goods,10945.51,6000,10477.3,3,32836.53,107.0,Fall,2025-10-02
Ceramic Essential Oil Diffuser,Home Goods,1790.54,800,1945.99,1,1790.54,213.0,Fall,2025-10-02
Wireless Noise-Canceling Headphones,Electronics,8266.65,4500,8425.61,1,8266.65,161.0,Fall,2025-10-03
Classic Denim Jacket,Apparel,2484.63,1200,2345.95,5,12423.15,328.0,Fall,2025-10-03
Waterproof Hiking Boots,Apparel,4314.19,2200,4744.02,9,38827.71,81.0,Fall,2025-10-03
Ergonomic Office Chair,Home Goods,11008.15,6000,10814.35,3,33024.45,114.0,Fall,2025-10-03
Ceramic Essential Oil Diffuser,Home Goods,1759.45,800,1933.55,3,5278.35,221.0,Fall,2025-10-03
Wireless Noise-Canceling Headphones,Electronics,7806.54,4500,8314.54,1,7806.54,169.0,Fall,2025-10-04
Ergonomic Office Chair,Home Goods,11150.04,6000,10122.95,6,66900.24,108.0,Fall,2025-10-04
Ceramic Essential Oil Diffuser,Home Goods,1833.59,800,1889.86,1,1833.59,223.0,Fall,2025-10-04
UltraHD 4K Smart TV,Electronics,43294.61,32000,44211.45,4,173178.44,76.0,Fall,2025-10-05
Wireless Noise-Canceling Headphones,Electronics,7664.14,4500,8104.73,8,61313.12,162.0,Fall,2025-10-05
Classic Denim Jacket,Apparel,2544.67,1200,2373.49,2,5089.34,328.0,Fall,2025-10-05
Ergonomic Office Chair,Home Goods,11411.07,6000,10688.14,5,57055.35,104.0,Fall,2025-10-05
Ceramic Essential Oil Diffuser,Home Goods,1859.22,800,2026.64,2,3718.44,221.0,Fall,2025-10-05
UltraHD 4K Smart TV,Electronics,45146.22,32000,44317.92,7,316023.54,78.0,Fall,2025-10-06
Waterproof Hiking Boots,Apparel,4484.97,2200,4819.09,7,31394.79,85.0,Fall,2025-10-06
Ergonomic Office Chair,Home Goods,11387.03,6000,10419.27,6,68322.18,106.0,Fall,2025-10-06
Ceramic Essential Oil Diffuser,Home Goods,1852.02,800,1941.64,2,3704.04,221.0,Fall,2025-10-06
UltraHD 4K Smart TV,Electronics,45356.7,32000,45423.29,7,317496.9,78.0,Fall,2025-10-07
Classic Denim Jacket,Apparel,2467.51,1200,2309.26,1,2467.51,334.0,Fall,2025-10-07
Waterproof Hiking Boots,Apparel,4350.09,2200,4673.88,4,17400.36,85.0,Fall,2025-10-07
Ceramic Essential Oil Diffuser,Home Goods,1737.8,800,1875.97,2,3475.6,230.0,Fall,2025-10-07
UltraHD 4K Smart TV,Electronics,44486.44,32000,45538.52,1,44486.44,77.0,Fall,2025-10-08
Wireless Noise-Canceling Headphones,Electronics,8084.62,4500,8111.17,4,32338.48,165.0,Fall,2025-10-08
Waterproof Hiking Boots,Apparel,4584.72,2200,4564.85,5,22923.6,87.0,Fall,2025-10-08
Ceramic Essential Oil Diffuser,Home Goods,1734.44,800,1887.49,7,12141.08,233.0,Fall,2025-10-08
UltraHD 4K Smart TV,Electronics,43470.11,32000,42803.13,5,217350.55,81.0,Fall,2025-10-09
Classic Denim Jacket,Apparel,2613.98,1200,2364.28,6,15683.88,333.0,Fall,2025-10-09
Waterproof Hiking Boots,Apparel,4647.02,2200,4881.99,4,18588.08,83.0,Fall,2025-10-09
Ergonomic Office Chair,Home Goods,10824.43,6000,10534.78,5,54122.15,109.0,Fall,2025-10-09
Ceramic Essential Oil Diffuser,Home Goods,1807.51,800,1990.86,8,14460.08,227.0,Fall,2025-10-09
UltraHD 4K Smart TV,Electronics,46470.67,32000,45244.09,1,46470.67,84.0,Fall,2025-10-10
Wireless Noise-Canceling Headphones,Electronics,7816.2,4500,8505.97,8,62529.6,160.0,Fall,2025-10-10
Classic Denim Jacket,Apparel,2520.12,1200,2330.73,3,7560.36,331.0,Fall,2025-10-10
Waterproof Hiking Boots,Apparel,4455.8,2200,4885.69,2,8911.6,88.0,Fall,2025-10-10
Ergonomic Office Chair,Home Goods,11321.77,6000,10467.61,6,67930.62,107.0,Fall,2025-10-10
Ceramic Essential Oil Diffuser,Home Goods,1863.46,800,1982.9,7,13044.22,222.0,Fall,2025-10-10
UltraHD 4K Smart TV,Electronics,45418.57,32000,44852.87,6,272511.42,89.0,Fall,2025-10-11
Wireless Noise-Canceling Headphones,Electronics,8196.69,4500,8232.36,5,40983.45,155.0,Fall,2025-10-11
Classic Denim Jacket,Apparel,2491.7,1200,2310.62,5,12458.5,326.0,Fall,2025-10-11
Ergonomic Office Chair,Home Goods,10553.04,6000,10713.88,6,63318.24,107.0,Fall,2025-10-11
Ceramic Essential Oil Diffuser,Home Goods,1761.44,800,1903.7,9,15852.96,219.0,Fall,2025-10-11
UltraHD 4K Smart TV,Electronics,45050.74,32000,44472.68,2,90101.48,87.0,Fall,2025-10-12
Waterproof Hiking Boots,Apparel,4647.38,2200,4799.46,4,18589.52,90.0,Fall,2025-10-12
Ceramic Essential Oil Diffuser,Home Goods,1729.67,800,2005.22,1,1729.67,218.0,Fall,2025-10-12
Classic Denim Jacket,Apparel,2595.87,1200,2390.08,6,15575.22,321.0,Fall,2025-10-13
Waterproof Hiking Boots,Apparel,4584.47,2200,4783.74,6,27506.82,93.0,Fall,2025-10-13
Ergonomic Office Chair,Home Goods,10779.34,6000,10381.32,2,21558.68,113.0,Fall,2025-10-13
Ceramic Essential Oil Diffuser,Home Goods,1747.93,800,2021.36,4,6991.72,216.0,Fall,2025-10-13
UltraHD 4K Smart TV,Electronics,47225.92,32000,43039.73,6,283355.52,83.0,Fall,2025-10-14
Ergonomic Office Chair,Home Goods,11278.77,6000,10725.9,8,90230.16,105.0,Fall,2025-10-14
UltraHD 4K Smart TV,Electronics,43148.72,32000,44455.96,4,172594.88,84.0,Fall,2025-10-15
